entity_id,entity_type,canonical_name,panel_count,panels,source_labels
carthaginian_sardinia,existing_polity,Carthaginian Sardinia,1,italy,Carthaginian Sardinia
odoacer_kingdom,existing_polity,Kingdom of Odoacer,1,italy,Kingdom of Odoacer | Kingdom of Odoacer (Ravenna) | Kingdom of Odoacer (Sicily)
gothic_war,existing_polity,Gothic War (Byzantine reconquest),1,italy,Gothic War (Byzantine reconquest)
byzantine_exarchate_of_ravenna,existing_polity,Byzantine Exarchate of Ravenna,1,italy,Byzantine Exarchate of Ravenna
byzantine_catepanate_of_italy,existing_polity,Byzantine Catepanate of Italy (Puglia · Calabria),1,italy,Byzantine Catepanate of Italy (Puglia · Calabria) | Byzantine Catepanate of Italy
vandal_raids_on_sicily,existing_polity,Vandal raids on Sicily,1,italy,Vandal raids on Sicily
byzantine_sicilian_theme,existing_polity,Byzantine Sicilian Theme,1,italy,Byzantine Sicilian Theme
byzantine_sardinia,existing_polity,Byzantine Sardinia,1,italy,Byzantine Sardinia
lombard_duchy_of_spoleto,existing_polity,Lombard Duchy of Spoleto,1,italy,Lombard Duchy of Spoleto
papal_states,existing_polity,Papal States (formalized),1,italy,Papal States (formalized) | Papal States
lombard_duchy_of_benevento,existing_polity,Lombard Duchy of Benevento,1,italy,Lombard Duchy of Benevento
principality_of_salerno,existing_polity,Principality of Salerno,1,italy,Principality of Salerno
emirate_of_sicily,existing_polity,Emirate of Sicily (Aghlabid then Kalbid),1,italy,"Emirate of Sicily (Aghlabid then Kalbid) | Emirate of Sicily (Arab rule, Palermo capital)"
arab_emirate_of_bari,existing_polity,Arab Emirate of Bari,1,italy,Arab Emirate of Bari
giudicati_of_sardinia,existing_polity,Giudicati of Sardinia (4 kingdoms),1,italy,Giudicati of Sardinia (4 kingdoms)
kingdom_of_italy,existing_polity,Middle Kingdom of Italy (Carolingian split),1,italy,Middle Kingdom of Italy (Carolingian split) | Kingdom of Italy (Napoleon) | Kingdom of Italy | Kingdom of Italy — Sicily 1860 | Kingdom of Italy — Sardinia (core state) | Kingdom of Italy — Liberal era
tuscan_march,existing_polity,Tuscan March,1,italy,Tuscan March
investiture_controversy,existing_polity,Investiture Controversy,1,italy,Investiture Controversy
lombard_principalities,existing_polity,Lombard principalities (Benevento · Salerno · Capua),1,italy,Lombard principalities (Benevento · Salerno · Capua)
giudicati_torres,existing_polity,Giudicati: Torres · Gallura · Arborea · Cagliari,1,italy,Giudicati: Torres · Gallura · Arborea · Cagliari
lombard_league_vs_frederick_barbarossa,existing_polity,Lombard League vs Frederick Barbarossa,1,italy,Lombard League vs Frederick Barbarossa
city_communes,existing_polity,City communes (Milan · Venice · Genoa · Verona),1,italy,City communes (Milan · Venice · Genoa · Verona)
guelph_vs_ghibelline,existing_polity,Guelph vs Ghibelline,1,italy,Guelph vs Ghibelline
norman_county_of_apulia,existing_polity,Norman County of Apulia · Calabria,1,italy,Norman County of Apulia · Calabria
norman_kingdom_of_sicily,existing_polity,Norman Kingdom of Sicily (south),1,italy,Norman Kingdom of Sicily (south) | Norman Kingdom of Sicily
hohenstaufen,existing_polity,Hohenstaufen (Frederick II),1,italy,Hohenstaufen (Frederick II)
angevin_kingdom_of_naples,existing_polity,Angevin Kingdom of Naples,1,italy,Angevin Kingdom of Naples
hohenstaufen_sicily,existing_polity,Hohenstaufen Sicily,1,italy,Hohenstaufen Sicily
aragonese_kingdom_of_sicily,existing_polity,Aragonese Kingdom of Sicily,1,italy,Aragonese Kingdom of Sicily
pisan_county_of_cagliari,existing_polity,Pisan County of Cagliari,1,italy,Pisan County of Cagliari
aragonese_sardinia,existing_polity,Aragonese Sardinia,1,italy,Aragonese Sardinia
duchy_of_milan,existing_polity,Duchy of Milan (Visconti then Sforza),1,italy,Duchy of Milan (Visconti then Sforza)
republic_of_genoa,existing_polity,Republic of Genoa,1,italy,Republic of Genoa
countyduchy_of_savoy,existing_polity,County/Duchy of Savoy,1,italy,County/Duchy of Savoy
republic_of_florence,existing_polity,Republic of Florence (Medici),1,italy,Republic of Florence (Medici)
italian_renaissance,existing_polity,Italian Renaissance,1,italy,Italian Renaissance
republics_of_siena,existing_polity,Republics of Siena · Lucca · Pisa,1,italy,Republics of Siena · Lucca · Pisa
aragonese_kingdom_of_naples,existing_polity,Aragonese Kingdom of Naples,1,italy,Aragonese Kingdom of Naples
kingdom_of_sicily,existing_polity,Kingdom of Sicily (Aragonese),1,italy,Kingdom of Sicily (Aragonese) | Kingdom of Sicily (Spanish then Bourbon) | Kingdom of Sicily (British-backed Bourbon)
aragonese,existing_polity,Aragonese / Spanish Kingdom of Sardinia,1,italy,Aragonese / Spanish Kingdom of Sardinia
spanish_duchy_of_milan,existing_polity,Spanish Duchy of Milan,1,italy,Spanish Duchy of Milan
austrian_habsburg,existing_polity,Austrian Habsburg — Lombardy-Venetia,1,italy,Austrian Habsburg — Lombardy-Venetia
grand_duchy_of_tuscany,existing_polity,Grand Duchy of Tuscany (Medici),1,italy,Grand Duchy of Tuscany (Medici) | Grand Duchy of Tuscany (Habsburg-Lorraine)
kingdom_of_naples,existing_polity,Kingdom of Naples (Spanish then Bourbon),1,italy,Kingdom of Naples (Spanish then Bourbon) | Kingdom of Naples (Murat then Bourbon)
kingdom_of_sardinia,existing_polity,"Kingdom of Sardinia (Savoy, after 1718)",1,italy,"Kingdom of Sardinia (Savoy, after 1718) | Kingdom of Sardinia (Savoy–Piedmont)"
cisalpine,existing_polity,Cisalpine / Italian Republic (Napoleon),1,italy,Cisalpine / Italian Republic (Napoleon)
napoleon_annexes_rome,existing_polity,Napoleon annexes Rome,1,italy,Napoleon annexes Rome
kingdom_of_the_two_sicilies,existing_polity,Kingdom of the Two Sicilies,1,italy,Kingdom of the Two Sicilies
leads_risorgimento,existing_polity,Leads Risorgimento (Cavour · Garibaldi),1,italy,Leads Risorgimento (Cavour · Garibaldi)
lombardy_1859,existing_polity,Lombardy 1859 · Venetia 1866,1,italy,Lombardy 1859 · Venetia 1866
garibaldis_expedition_of_the_thousand_1860,existing_polity,Garibaldi's Expedition of the Thousand 1860,1,italy,Garibaldi's Expedition of the Thousand 1860
fascist_italy,existing_polity,Fascist Italy (Mussolini · March on Rome),1,italy,Fascist Italy (Mussolini · March on Rome)
italian_social_republic,existing_polity,Italian Social Republic (RSI — northern rump),1,italy,Italian Social Republic (RSI — northern rump)
italian_republic,existing_polity,Italian Republic,1,italy,Italian Republic
frisii,existing_polity,Frisii (Frisian tribes),1,low_countries,Frisii (Frisian tribes)
batavi_cananefates,existing_polity,Batavi · Cananefates (Rhine delta),1,low_countries,Batavi · Cananefates (Rhine delta)
menapii_nervii_morini_eburones,existing_polity,Menapii · Nervii · Morini · Eburones,1,low_countries,Menapii · Nervii · Morini · Eburones
frisii_beyond_the_limes,existing_polity,Frisii beyond the limes (unconquered),1,low_countries,Frisii beyond the limes (unconquered)
frisian_kingdom,existing_polity,Frisian Kingdom (independent coastal Frisia),1,low_countries,Frisian Kingdom (independent coastal Frisia)
duchy_of_lotharingia,existing_polity,Duchy of Lotharingia (Lower Lorraine),1,low_countries,Duchy of Lotharingia (Lower Lorraine)
bishopric_of_utrecht,existing_polity,Bishopric of Utrecht,1,low_countries,Bishopric of Utrecht
duchy_of_guelders,existing_polity,Duchy of Guelders (Gelre),1,low_countries,Duchy of Guelders (Gelre)
county_of_holland,existing_polity,County of Holland,1,low_countries,County of Holland
lordship_of_frisia,existing_polity,Lordship of Frisia (Frisian freedom — no feudal lords),1,low_countries,Lordship of Frisia (Frisian freedom — no feudal lords)
county_of_flanders,existing_polity,County of Flanders (French fief),1,low_countries,County of Flanders (French fief)
duchy_of_brabant,existing_polity,Duchy of Brabant,1,low_countries,Duchy of Brabant
duchy_of_limburg,existing_polity,Duchy of Limburg,1,low_countries,Duchy of Limburg
county_of_brussels,existing_polity,County of Brussels (within Brabant),1,low_countries,County of Brussels (within Brabant)
prince_bishopric_of_liege,existing_polity,Prince-Bishopric of Liège (imperial immediacy),1,low_countries,Prince-Bishopric of Liège (imperial immediacy) | Prince-Bishopric of Liège (still independent) | Prince-Bishopric of Liège (independent until 1795)
county_of_namur,existing_polity,County of Namur,1,low_countries,County of Namur
county_of_hainaut,existing_polity,County of Hainaut,1,low_countries,County of Hainaut
county,existing_polity,County / Duchy of Luxembourg,1,low_countries,County / Duchy of Luxembourg
burgundian_netherlands,existing_polity,Burgundian Netherlands (Holland · Hainaut · Zeeland),1,low_countries,Burgundian Netherlands (Holland · Hainaut · Zeeland) | Burgundian Netherlands (Flanders · Brabant) | Burgundian Netherlands (Namur · Luxembourg) | Burgundian Netherlands (Valois-Burgundy)
spanish_netherlands,existing_polity,Spanish Netherlands (Philip II),1,low_countries,Spanish Netherlands (Philip II) | Spanish Netherlands (southern provinces remain loyal) | Spanish Netherlands
dutch_republic,existing_polity,Dutch Republic (Republic of the Seven United Provinces),1,low_countries,Dutch Republic (Republic of the Seven United Provinces)
dutch_colonial_empire,existing_polity,Dutch colonial empire (VOC · WIC — East Indies · Caribbean · Cape),1,low_countries,Dutch colonial empire (VOC · WIC — East Indies · Caribbean · Cape) | Dutch colonial empire (East Indies · Suriname · Antilles)
duchy_of_luxembourg,existing_polity,Duchy of Luxembourg (Spanish),1,low_countries,Duchy of Luxembourg (Spanish)
austrian_netherlands,existing_polity,Austrian Netherlands,1,low_countries,Austrian Netherlands
united_belgian_states,existing_polity,United Belgian States,1,low_countries,United Belgian States
batavian_republic,existing_polity,Batavian Republic (French client state),1,low_countries,Batavian Republic (French client state)
batavian_commonwealth,existing_polity,Batavian Commonwealth,1,low_countries,Batavian Commonwealth
kingdom_of_holland,existing_polity,Kingdom of Holland (Louis Bonaparte),1,low_countries,Kingdom of Holland (Louis Bonaparte)
french_republic_annexes_southern_netherlands,existing_polity,French Republic annexes Southern Netherlands,1,low_countries,French Republic annexes Southern Netherlands
french_republic_annexes_liege,existing_polity,French Republic annexes Liège · Luxembourg,1,low_countries,French Republic annexes Liège · Luxembourg
sovereign_principality_of_the_united_netherlands,existing_polity,Sovereign Principality of the United Netherlands,1,low_countries,Sovereign Principality of the United Netherlands
kingdom_of_belgium,existing_polity,Kingdom of Belgium (Leopold I — Saxe-Coburg),1,low_countries,Kingdom of Belgium (Leopold I — Saxe-Coburg) | Kingdom of Belgium
kingdom_of_the_netherlands,existing_polity,Kingdom of the Netherlands,1,low_countries,Kingdom of the Netherlands
grand_duchy_of_luxembourg,existing_polity,Grand Duchy of Luxembourg,1,low_countries,Grand Duchy of Luxembourg
benelux_economic_union,existing_polity,Benelux economic union,1,low_countries,Benelux economic union
paeonians,existing_polity,Paeonians (indigenous),1,north_macedonia,Paeonians (indigenous)
kingdom_of_paeonia,existing_polity,Kingdom of Paeonia,1,north_macedonia,Kingdom of Paeonia
thracian_borderlands,existing_polity,Thracian borderlands,1,north_macedonia,Thracian borderlands
roman_macedonia_province,existing_polity,Roman Macedonia province,1,north_macedonia,Roman Macedonia province
south_slavic_migration_southward,existing_polity,South Slavic migration southward,1,north_macedonia,South Slavic migration southward
medieval_serbian_principality,existing_polity,Medieval Serbian Principality (fragmented),1,north_macedonia,Medieval Serbian Principality (fragmented)
vardar_banovina,existing_polity,Vardar Banovina,1,north_macedonia,Vardar Banovina
independent_state_of_macedonia,existing_polity,Independent State of Macedonia,1,north_macedonia,Independent State of Macedonia
socialist_republic_of_macedonia,existing_polity,Socialist Republic of Macedonia,1,north_macedonia,Socialist Republic of Macedonia
republic_of_macedonia,existing_polity,Republic of Macedonia,1,north_macedonia,Republic of Macedonia
north_macedonia,existing_polity,North Macedonia,1,north_macedonia,North Macedonia
early_human_presence,existing_polity,Early human presence (Homo erectus · Neanderthals · Homo sapiens),1,poland,Early human presence (Homo erectus · Neanderthals · Homo sapiens)
early_european_farmers_culture,existing_polity,Early European farmers · Danubian culture,1,poland,Early European farmers · Danubian culture
linear_pottery_culture,existing_polity,Linear Pottery culture (Linearbandkeramik),1,poland,Linear Pottery culture (Linearbandkeramik)
corded_ware_culture,existing_polity,Corded Ware culture · Globular Amphora culture,1,poland,Corded Ware culture · Globular Amphora culture
funnel_beaker_culture,existing_polity,Funnel Beaker · Bell Beaker cultures,1,poland,Funnel Beaker · Bell Beaker cultures
lusatian_culture,existing_polity,Lusatian culture,1,poland,Lusatian culture
celtic_migrations,existing_polity,Celtic migrations (La Tène — Silesia · Lesser Poland),1,poland,Celtic migrations (La Tène — Silesia · Lesser Poland)
przeworsk_culture,existing_polity,Przeworsk culture (associated with Vandals/Lugii),1,poland,Przeworsk culture (associated with Vandals/Lugii)
wielbark_culture,existing_polity,Wielbark culture (associated with Goths),1,poland,Wielbark culture (associated with Goths)
hunnic_incursions,existing_polity,Hunnic incursions,1,poland,Hunnic incursions
polanie,existing_polity,Polanie (tribe around Gniezno · Poznań),1,poland,Polanie (tribe around Gniezno · Poznań)
pomeranian_tribes,existing_polity,Pomeranian tribes (Baltic coast),1,poland,Pomeranian tribes (Baltic coast)
vistulans,existing_polity,Vistulans (around Kraków),1,poland,Vistulans (around Kraków)
masovian_tribes,existing_polity,Masovian tribes,1,poland,Masovian tribes
slenzans,existing_polity,Slenzans (Silesian tribes),1,poland,Slenzans (Silesian tribes)
polish_realm,existing_polity,Polish realm (Civitas Schinesghe) — Mieszko I,1,poland,Polish realm (Civitas Schinesghe) — Mieszko I
piast_dynasty,existing_polity,Piast dynasty,1,poland,Piast dynasty
duchy_of_greater_poland,existing_polity,Duchy of Greater Poland,1,poland,Duchy of Greater Poland
duchy_of_pomerania,existing_polity,Duchy of Pomerania (gradually lost to HRE/Brandenburg),1,poland,Duchy of Pomerania (gradually lost to HRE/Brandenburg)
duchy_of_sandomierz,existing_polity,Duchy of Sandomierz,1,poland,Duchy of Sandomierz
duchy_of_masovia,existing_polity,Duchy of Masovia,1,poland,Duchy of Masovia
duchy_of_silesia,existing_polity,Duchy of Silesia,1,poland,Duchy of Silesia
silesian_duchies_become_bohemian_vassals,existing_polity,Silesian duchies become Bohemian vassals,1,poland,Silesian duchies become Bohemian vassals
casimir_iii_the_great,existing_polity,Casimir III the Great (last Piast king),1,poland,Casimir III the Great (last Piast king)
silesia_under_bohemian_crown,existing_polity,Silesia under Bohemian Crown,1,poland,Silesia under Bohemian Crown
lost_to_poland_for_centuries,existing_polity,Lost to Poland for centuries,1,poland,Lost to Poland for centuries
poland_lithuania_personal_union,existing_polity,Poland-Lithuania personal union (Jogaila/Władysław II),1,poland,Poland-Lithuania personal union (Jogaila/Władysław II)
poland_lithuania_largest_state_in_europe,existing_polity,Poland-Lithuania = largest state in Europe,1,poland,Poland-Lithuania = largest state in Europe
silesia_remains_under_bohemian_crown,existing_polity,Silesia remains under Bohemian (Habsburg) Crown,1,poland,Silesia remains under Bohemian (Habsburg) Crown
german_speaking_urbanization_deepens,existing_polity,German-speaking urbanization deepens,1,poland,German-speaking urbanization deepens
elected_monarchy,existing_polity,Elected monarchy (szlachta democracy — Golden Liberty),1,poland,Elected monarchy (szlachta democracy — Golden Liberty)
height_under_sigismund_iii,existing_polity,Height under Sigismund III · John III Sobieski,1,poland,Height under Sigismund III · John III Sobieski
grand_duchy_of_posen,existing_polity,Grand Duchy of Posen (Poznań),1,poland,Grand Duchy of Posen (Poznań)
province_of_posen,existing_polity,Province of Posen · West Prussia (Germanization — Kulturkampf),1,poland,Province of Posen · West Prussia (Germanization — Kulturkampf)
privislinsky_krai,existing_polity,Privislinsky Krai (direct Russian rule),1,poland,Privislinsky Krai (direct Russian rule)
free_city_of_krakow,existing_polity,Free City of Kraków,1,poland,Free City of Kraków
austrian_galicia_lodomeria,existing_polity,Austrian Galicia-Lodomeria (relative autonomy),1,poland,Austrian Galicia-Lodomeria (relative autonomy)
grand_duchy_of_krakow,existing_polity,Grand Duchy of Kraków (Austrian),1,poland,Grand Duchy of Kraków (Austrian)
sanacja_regime,existing_polity,Sanacja regime (Piłsudski's May Coup),1,poland,Sanacja regime (Piłsudski's May Coup)
polish_underground_state,existing_polity,Polish Underground State (Armia Krajowa — Home Army),1,poland,Polish Underground State (Armia Krajowa — Home Army)
holocaust,existing_polity,Holocaust — ~3 million Polish Jews murdered; ~6 million Polish citizens killed total,1,poland,Holocaust — ~3 million Polish Jews murdered; ~6 million Polish citizens killed total
borders_shifted_west,existing_polity,Borders shifted west (Oder-Neisse line — gains Silesia · Pomerania · East Prussia; loses Kresy to USSR),1,poland,Borders shifted west (Oder-Neisse line — gains Silesia · Pomerania · East Prussia; loses Kresy to USSR)
polish_peoples_republic,existing_polity,Polish People's Republic (Soviet satellite state),1,poland,Polish People's Republic (Soviet satellite state)
solidarity,existing_polity,Solidarity (Solidarność) — Lech Wałęsa (Gdańsk Shipyard),1,poland,Solidarity (Solidarność) — Lech Wałęsa (Gdańsk Shipyard)
martial_law,existing_polity,Martial law (Jaruzelski),1,poland,Martial law (Jaruzelski)
third_polish_republic,existing_polity,Third Polish Republic,1,poland,Third Polish Republic
dacia,existing_polity,Dacia — Getae / Dacian tribes,1,romania,Dacia — Getae / Dacian tribes
roman_dacia_province,existing_polity,Roman Dacia province,1,romania,Roman Dacia province
roman_withdrawal,existing_polity,Roman withdrawal · Goths settle,1,romania,Roman withdrawal · Goths settle
hungarian_conquest_of_transylvania,existing_polity,Hungarian conquest of Transylvania,1,romania,Hungarian conquest of Transylvania
vlachs,existing_polity,Vlachs (Romanized populations),1,romania,Vlachs (Romanized populations)
principality_of_wallachia,existing_polity,Principality of Wallachia,1,romania,Principality of Wallachia
principality_of_moldavia,existing_polity,Principality of Moldavia,1,romania,Principality of Moldavia | Principality of Moldavia — Stephen the Great
habsburg_grand_principality_of_transylvania,existing_polity,Habsburg Grand Principality of Transylvania,1,romania,Habsburg Grand Principality of Transylvania
ottoman_wallachia,existing_polity,Ottoman Wallachia — Phanariot governors,1,romania,Ottoman Wallachia — Phanariot governors
ottoman_moldavia,existing_polity,Ottoman Moldavia — Phanariot governors,1,romania,Ottoman Moldavia — Phanariot governors
united_principalities_of_moldavia_wallachia,existing_polity,United Principalities of Moldavia & Wallachia,1,romania,United Principalities of Moldavia & Wallachia
kingdom_of_romania,existing_polity,Kingdom of Romania,1,romania,Kingdom of Romania | United Principalities → Kingdom of Romania (Romanian Moldavia) | Kingdom of Romania (fully independent 1877) | Kingdom of Romania — Bessarabia rejoins
greater_romania,existing_polity,Greater Romania (post-WWI),1,romania,Greater Romania (post-WWI)
soviet_moldavian_assr,existing_polity,Soviet Moldavian ASSR (east bank of Dniester),1,romania,Soviet Moldavian ASSR (east bank of Dniester)
romania,existing_polity,Romania (Greater Romania),1,romania,"Romania (Greater Romania) | Romania (Antonescu, Axis-allied) | Romania — democracy"
s_transylvania_remains_romania,existing_polity,S. Transylvania remains Romania,1,romania,S. Transylvania remains Romania
national_legionary_state,existing_polity,National Legionary State (Iron Guard),1,romania,National Legionary State (Iron Guard)
soviet_moldavian_ssr,existing_polity,Soviet Moldavian SSR,1,romania,Soviet Moldavian SSR
romania_reoccupies_bessarabia,existing_polity,Romania reoccupies Bessarabia,1,romania,Romania reoccupies Bessarabia
nicolae_ceausescu_regime,existing_polity,Nicolae Ceaușescu regime,1,romania,Nicolae Ceaușescu regime
republic_of_moldova,existing_polity,Republic of Moldova (independent 1991),1,romania,Republic of Moldova (independent 1991) | Republic of Moldova — EU candidate (2022)
transnistria,existing_polity,Transnistria (unrecognised),1,romania,Transnistria (unrecognised)
finno_ugric_peoples,existing_polity,Finno-Ugric peoples (Chud · Veps · Merya),1,russia,Finno-Ugric peoples (Chud · Veps · Merya)
finno_ugric_turkic_bulgars,existing_polity,Finno-Ugric (Mordvins · Mari) · Turkic Bulgars,1,russia,Finno-Ugric (Mordvins · Mari) · Turkic Bulgars
indigenous_siberian_peoples,existing_polity,Indigenous Siberian peoples (Nenets · Khanty · Evenks · Yakuts · Chukchi),1,russia,Indigenous Siberian peoples (Nenets · Khanty · Evenks · Yakuts · Chukchi)
east_slavic_migration_northward,existing_polity,East Slavic migration northward,1,russia,East Slavic migration northward
varangian_trade_routes,existing_polity,Varangian (Norse) trade routes,1,russia,Varangian (Norse) trade routes
volga_bulgaria,existing_polity,Volga Bulgaria,1,russia,Volga Bulgaria | Volga Bulgaria (Ural–Volga)
novgorod_republic,existing_polity,Novgorod Republic — Rurik dynasty,1,russia,Novgorod Republic — Rurik dynasty | Novgorod Republic (Lord Novgorod the Great) | Novgorod Republic
principality_of_moscow,existing_polity,Principality of Moscow (Muscovy),1,russia,Principality of Moscow (Muscovy)
astrakhan_khanate,existing_polity,Astrakhan Khanate · Nogai Horde,1,russia,Astrakhan Khanate · Nogai Horde
tsardom_russia,existing_polity,Tsardom of Russia — Ivan IV (the Terrible),1,russia,Tsardom of Russia — Ivan IV (the Terrible) | Tsardom of Russia | Tsardom of Russia — Kazan conquered (1552) · Astrakhan (1556)
russian_america,existing_polity,Russian America (Alaska),1,russia,Russian America (Alaska)
russian_soviet_federative_socialist_republic,existing_polity,Russian Soviet Federative Socialist Republic (RSFSR),1,russia,Russian Soviet Federative Socialist Republic (RSFSR)
white_army,existing_polity,White Army (NW) · Allied intervention,1,russia,White Army (NW) · Allied intervention
red_army_reconquest,existing_polity,Red Army reconquest,1,russia,Red Army reconquest
czech_legion,existing_polity,Czech Legion · White Army (Kolchak) · Red Army,1,russia,Czech Legion · White Army (Kolchak) · Red Army
nordic_bronze_age_culture,existing_polity,Nordic Bronze Age,1,scandinavia,Nordic Bronze Age
pre_roman_roman_iron_age_culture,existing_polity,Pre-Roman & Roman Iron Age,1,scandinavia,Pre-Roman & Roman Iron Age
germanic_iron_age_culture,existing_polity,Germanic Iron Age · Migration Period,1,scandinavia,Germanic Iron Age · Migration Period
finnic_peoples_migration,existing_polity,Finnic peoples (Suomalaiset) migration,1,scandinavia,Finnic peoples (Suomalaiset) migration
sami_peoples,existing_polity,Sámi peoples (Lapland — indigenous),1,scandinavia,Sámi peoples (Lapland — indigenous)
comb_ceramic_culture,existing_polity,Comb Ceramic · Corded Ware cultures,1,scandinavia,Comb Ceramic · Corded Ware cultures
finnish_iron_age_culture,existing_polity,Finnish Iron Age,1,scandinavia,Finnish Iron Age
petty_kingdoms,existing_polity,Petty kingdoms (småriker),1,scandinavia,Petty kingdoms (småriker)
kingdom_of_norway,existing_polity,Kingdom of Norway — Fairhair dynasty,1,scandinavia,Kingdom of Norway — Fairhair dynasty | Kingdom of Norway | Kingdom of Norway — Hardrada dynasty | Kingdom of Norway — peak (Håkon IV) | Kingdom of Norway (independent — Haakon VII)
jutes_danes,existing_polity,Jutes · Danes (Jutland · Zealand),1,scandinavia,Jutes · Danes (Jutland · Zealand)
kingdom_of_denmark,existing_polity,Kingdom of Denmark,1,scandinavia,Kingdom of Denmark | North Sea Empire (Cnut the Great — Denmark + England + Norway) | Kingdom of Denmark — Valdemar IV restores realm | Oldenburg dynasty — Reformation (Lutheranism) | Kingdom of Denmark-Norway | Denmark-Norway — absolute monarchy | Kingdom of Denmark (loses Norway 1814)
svear_gotar,existing_polity,Svear (Uppland) · Götar (Götaland),1,scandinavia,Svear (Uppland) · Götar (Götaland)
kingdom_of_sweden,existing_polity,Kingdom of Sweden (emerging),1,scandinavia,Kingdom of Sweden (emerging) | Kingdom of Sweden | Kingdom of Sweden — medieval consolidation | Kingdom of Sweden — Vasa dynasty | Swedish Empire (Stormaktstiden) | Kingdom of Sweden — Bernadotte dynasty | Sweden — neutral in World War II
finnish_tribes,existing_polity,Finnish tribes (Suomalaiset · Häme · Karelians),1,scandinavia,Finnish tribes (Suomalaiset · Häme · Karelians) | Finnish tribes (pagan — gradual contact with Christianity)
no_centralized_state,existing_polity,No centralized state — tribal chieftains,1,scandinavia,No centralized state — tribal chieftains
iceland_free_state,existing_polity,Iceland Free State (Althing — world's oldest parliament),1,scandinavia,Iceland Free State (Althing — world's oldest parliament)
sverre_dynasty,existing_polity,Sverre dynasty,1,scandinavia,Sverre dynasty
folkung_dynasty,existing_polity,Folkung dynasty,1,scandinavia,Folkung dynasty
finland_becomes_swedish_territory,existing_polity,Finland becomes Swedish territory,1,scandinavia,Finland becomes Swedish territory
turku,existing_polity,Turku — administrative center · bishopric,1,scandinavia,Turku — administrative center · bishopric
iceland_under_norwegian_crown,existing_polity,Iceland under Norwegian Crown,1,scandinavia,Iceland under Norwegian Crown
margaret_i,existing_polity,Margaret I — Union of the three crowns,1,scandinavia,Margaret I — Union of the three crowns
finland_as_part_of_sweden,existing_polity,Finland as part of Sweden,1,scandinavia,Finland as part of Sweden
kalmar_union,existing_polity,Kalmar Union (Denmark · Norway · Sweden · Iceland · Finland),1,scandinavia,Kalmar Union (Denmark · Norway · Sweden · Iceland · Finland)
danish_colonial_empire,existing_polity,Danish colonial empire (Iceland · Greenland · West Indies · India),1,scandinavia,Danish colonial empire (Iceland · Greenland · West Indies · India)
finland_as_swedish_territory,existing_polity,Finland as Swedish territory,1,scandinavia,Finland as Swedish territory
duchy_of_finland,existing_polity,Duchy of Finland (Vasa appanage),1,scandinavia,Duchy of Finland (Vasa appanage)
loss_of_scania,existing_polity,Loss of Scania · Halland · Blekinge to Sweden,1,scandinavia,Loss of Scania · Halland · Blekinge to Sweden
baltic_dominance,existing_polity,Baltic dominance (Finland · Estonia · Livonia · Pomerania),1,scandinavia,Baltic dominance (Finland · Estonia · Livonia · Pomerania)
finland_under_swedish_empire,existing_polity,Finland under Swedish Empire,1,scandinavia,Finland under Swedish Empire
norwegian_constitution,existing_polity,Norwegian constitution (Eidsvoll),1,scandinavia,Norwegian constitution (Eidsvoll)
sweden_norway_union,existing_polity,Sweden-Norway union,1,scandinavia,Sweden-Norway union | Sweden-Norway union (Swedish-led)
constitutional_monarchy,existing_polity,Constitutional monarchy,1,scandinavia,Constitutional monarchy
iceland_remains_danish,existing_polity,Iceland remains Danish,1,scandinavia,Iceland remains Danish
loss_of_finland_to_russia,existing_polity,Loss of Finland to Russia,1,scandinavia,Loss of Finland to Russia
diet_of_porvoo,existing_polity,Diet of Porvoo — Alexander I preserves Finnish laws,1,scandinavia,Diet of Porvoo — Alexander I preserves Finnish laws
helsinki_becomes_capital,existing_polity,Helsinki becomes capital,1,scandinavia,Helsinki becomes capital
fennoman_movement,existing_polity,Fennoman movement (Finnish language revival),1,scandinavia,Fennoman movement (Finnish language revival)
sweden_norway_union_dissolved,existing_polity,Sweden-Norway union dissolved,1,scandinavia,Sweden-Norway union dissolved
finnish_socialist_workers_republic,existing_polity,Finnish Socialist Workers' Republic (Red — defeated),1,scandinavia,Finnish Socialist Workers' Republic (Red — defeated)
republic_of_finland,existing_polity,Republic of Finland,1,scandinavia,Republic of Finland
republic_of_iceland,existing_polity,Republic of Iceland,1,scandinavia,Republic of Iceland
north_sea_oil,existing_polity,North Sea oil — petroleum wealth,1,scandinavia,North Sea oil — petroleum wealth
greenland_home_rule,existing_polity,Greenland home rule (1979) · Faroe self-governance,1,scandinavia,Greenland home rule (1979) · Faroe self-governance
iceland_nato,existing_polity,Iceland: NATO (1949) · EEA,1,scandinavia,Iceland: NATO (1949) · EEA
nordic_welfare_state_model,existing_polity,Nordic welfare state model,1,scandinavia,Nordic welfare state model
illyrians_celts,existing_polity,Illyrians · Celts (Scordisci),1,serbia,Illyrians · Celts (Scordisci)
celts_dacians,existing_polity,Celts (Scordisci) · Dacians,1,serbia,Celts (Scordisci) · Dacians
iazyges,existing_polity,Iazyges (Sarmatian),1,serbia,Iazyges (Sarmatian)
eastern_roman,existing_polity,Eastern Roman (Byzantine),1,serbia,Eastern Roman (Byzantine) | Eastern Roman
south_slavs_settling,existing_polity,South Slavs settling,1,serbia,South Slavs settling
serbian_principality,existing_polity,Serbian Principality — Vlastimirović dynasty,1,serbia,Serbian Principality — Vlastimirović dynasty | Serbian Principality — Lazarević dynasty
