id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
homo_sapiens_migration,Homo Sapiens Migration,,,,,,khorasan|gaul|anatolia|transoxiana|central_asian_steppe|italy|iberia|germany|britannia|scandinavia|balkans|hungary|poland|mesopotamia|levant|arabia|caucasus|egypt,50,,,Stub generated from afghanistan panel; appears in 3 panel(s); needs P6.1 enrichment
first_spanish_republic,First Spanish Republic,,,,,republic,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1873,1874,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
restoration,Restoration,,,,,,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1874,1923,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
primo_de_rivera_dictatorship,Primo De Rivera Dictatorship,,,,,,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1923,1930,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
national_dictatorship,National Dictatorship,,,,,,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1926,1933,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
estado_novo,Estado Novo,,,,,,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
third_portuguese_republic,Third Portuguese Republic,,,,,republic,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1976,,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
second_spanish_republic,Second Spanish Republic,,,,,republic,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1931,1939,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
francoist_spain,Francoist Spain,,,,,,iberia|italy|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1939,1975,,Stub generated from iberia panel; appears in 1 panel(s); needs P6.1 enrichment
sicanian_sicel_elymian_peoples,Sicanian Sicel Elymian Peoples,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from italy panel; appears in 1 panel(s); needs P6.1 enrichment
frisii,Frisii,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-500,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
batavi_cananefates,Batavi Cananefates,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
menapii_nervii_morini_eburones,Menapii Nervii Morini Eburones,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
frisii_beyond_the_limes,Frisii Beyond The Limes,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
frisian_kingdom,Frisian Kingdom,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,500,734,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_lotharingia,Duchy Of Lotharingia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,843,959,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
bishopric_of_utrecht,Bishopric Of Utrecht,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,695,1528,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_guelders,Duchy Of Guelders,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1046,1543,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_holland,County Of Holland,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,862,1432,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
lordship_of_frisia,Lordship Of Frisia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1100,1498,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_flanders,County Of Flanders,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,862,1384,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_brabant,Duchy Of Brabant,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1183,1430,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_limburg,Duchy Of Limburg,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1065,1288,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_brussels,County Of Brussels,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
prince_bishopric_of_liege,Prince Bishopric Of Liege,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,985,1795,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_namur,County Of Namur,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,946,1421,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county_of_hainaut,County Of Hainaut,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,862,1432,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
county,County,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,963,1443,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
burgundian_netherlands,Burgundian Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1432,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
spanish_netherlands,Spanish Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1556,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
dutch_republic,Dutch Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1581,1795,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
dutch_colonial_empire,Dutch Colonial Empire,,,,,monarchy,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1602,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_luxembourg,Duchy Of Luxembourg,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
austrian_netherlands,Austrian Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1714,1794,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
united_belgian_states,United Belgian States,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1790,1790,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
batavian_republic,Batavian Republic,,,,,republic,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1795,1801,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
batavian_commonwealth,Batavian Commonwealth,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1801,1806,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_holland,Kingdom Of Holland,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1806,1810,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
french_republic_annexes_southern_netherlands,French Republic Annexes Southern Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1794,1804,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
french_republic_annexes_liege,French Republic Annexes Liege,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1795,1804,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
sovereign_principality_of_the_united_netherlands,Sovereign Principality Of The United Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1813,1815,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_belgium,Kingdom Of Belgium,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1830,1830,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_the_netherlands,Kingdom Of The Netherlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1839,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
grand_duchy_of_luxembourg,Grand Duchy Of Luxembourg,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1890,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
benelux_economic_union,Benelux Economic Union,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1948,,,Stub generated from low_countries panel; appears in 1 panel(s); needs P6.1 enrichment
paeonians,Paeonians,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-700,-358,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
kingdom_of_paeonia,Kingdom Of Paeonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-600,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
thracian_borderlands,Thracian Borderlands,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
roman_macedonia_province,Roman Macedonia Province,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,-148,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
south_slavic_migration_southward,South Slavic Migration Southward,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
medieval_serbian_principality,Medieval Serbian Principality,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1371,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
vardar_banovina,Vardar Banovina,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
independent_state_of_macedonia,Independent State Of Macedonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
socialist_republic_of_macedonia,Socialist Republic Of Macedonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_macedonia,Republic Of Macedonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1991,2019,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
north_macedonia,North Macedonia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,2019,,,Stub generated from north_macedonia panel; appears in 1 panel(s); needs P6.1 enrichment
early_human_presence,Early Human Presence,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,-500,-40,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
celtic_migrations,Celtic Migrations,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,-400,-100,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
hunnic_incursions,Hunnic Incursions,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,375,453,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
polanie,Polanie,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,700,960,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
pomeranian_tribes,Pomeranian Tribes,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
vistulans,Vistulans,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,700,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
masovian_tribes,Masovian Tribes,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
slenzans,Slenzans,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,700,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
polish_realm,Polish Realm,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,960,992,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
piast_dynasty,Piast Dynasty,,,,,monarchy,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,960,1370,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_greater_poland,Duchy Of Greater Poland,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1138,1314,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_pomerania,Duchy Of Pomerania,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1121,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_sandomierz,Duchy Of Sandomierz,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1138,1305,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_masovia,Duchy Of Masovia,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1138,1526,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
duchy_of_silesia,Duchy Of Silesia,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1138,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
silesian_duchies_become_bohemian_vassals,Silesian Duchies Become Bohemian Vassals,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1327,1335,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
casimir_iii_the_great,Casimir Iii The Great,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1333,1370,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
silesia_under_bohemian_crown,Silesia Under Bohemian Crown,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1335,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
lost_to_poland_for_centuries,Lost To Poland For Centuries,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
poland_lithuania_personal_union,Poland Lithuania Personal Union,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1385,1386,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
poland_lithuania_largest_state_in_europe,Poland Lithuania Largest State In Europe,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
silesia_remains_under_bohemian_crown,Silesia Remains Under Bohemian Crown,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
german_speaking_urbanization_deepens,German Speaking Urbanization Deepens,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
elected_monarchy,Elected Monarchy,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1569,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
height_under_sigismund_iii,Height Under Sigismund Iii,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1683,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
grand_duchy_of_posen,Grand Duchy Of Posen,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1815,1848,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
province_of_posen,Province Of Posen,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1848,1918,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
privislinsky_krai,Privislinsky Krai,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1867,1915,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
free_city_of_krakow,Free City Of Krakow,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1815,1846,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
austrian_galicia_lodomeria,Austrian Galicia Lodomeria,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1867,1918,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
grand_duchy_of_krakow,Grand Duchy Of Krakow,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1846,1918,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
sanacja_regime,Sanacja Regime,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1926,1939,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
polish_underground_state,Polish Underground State,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1939,1945,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
holocaust,Holocaust,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1939,1945,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
borders_shifted_west,Borders Shifted West,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1945,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
polish_peoples_republic,Polish Peoples Republic,,,,,republic,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1947,1989,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
solidarity,Solidarity,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1980,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
martial_law,Martial Law,,,,,,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1981,1983,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
third_polish_republic,Third Polish Republic,,,,,republic,poland|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary,1989,,,Stub generated from poland panel; appears in 1 panel(s); needs P6.1 enrichment
dacia,Dacia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
roman_dacia_province,Roman Dacia Province,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
roman_withdrawal,Roman Withdrawal,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,271,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
hungarian_conquest_of_transylvania,Hungarian Conquest Of Transylvania,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,895,1000,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
vlachs,Vlachs,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
habsburg_grand_principality_of_transylvania,Habsburg Grand Principality Of Transylvania,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1688,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
ottoman_wallachia,Ottoman Wallachia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1716,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
ottoman_moldavia,Ottoman Moldavia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1711,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
united_principalities_of_moldavia_wallachia,United Principalities Of Moldavia Wallachia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1859,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
greater_romania,Greater Romania,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1918,1920,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_moldavian_assr,Soviet Moldavian Assr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1924,1940,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
romania,Romania,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1941,1944,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
s_transylvania_remains_romania,S Transylvania Remains Romania,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
national_legionary_state,National Legionary State,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1940,1941,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
soviet_moldavian_ssr,Soviet Moldavian Ssr,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1940,1941,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
romania_reoccupies_bessarabia,Romania Reoccupies Bessarabia,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1941,1944,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
nicolae_ceausescu_regime,Nicolae Ceausescu Regime,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1965,1989,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
republic_of_moldova,Republic Of Moldova,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1992,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
transnistria,Transnistria,,,,,,italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from romania panel; appears in 1 panel(s); needs P6.1 enrichment
finno_ugric_peoples,Finno Ugric Peoples,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
finno_ugric_turkic_bulgars,Finno Ugric Turkic Bulgars,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
indigenous_siberian_peoples,Indigenous Siberian Peoples,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
east_slavic_migration_northward,East Slavic Migration Northward,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
varangian_trade_routes,Varangian Trade Routes,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
volga_bulgaria,Volga Bulgaria,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,700,1238,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
principality_of_moscow,Principality Of Moscow,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1263,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
astrakhan_khanate,Astrakhan Khanate,,,,,khanate,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
russian_america,Russian America,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1784,1867,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
russian_soviet_federative_socialist_republic,Russian Soviet Federative Socialist Republic,,,,,republic,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1917,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
white_army,White Army,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,1918,1920,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
red_army_reconquest,Red Army Reconquest,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
czech_legion,Czech Legion,,,,,,kievan_rus|pontic_steppe|italy|iberia|gaul|germany|britannia|scandinavia|balkans|hungary|poland,,,,Stub generated from russia panel; appears in 1 panel(s); needs P6.1 enrichment
finnic_peoples_migration,Finnic Peoples Migration,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,-3000,-1000,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
sami_peoples,Sami Peoples,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
petty_kingdoms,Petty Kingdoms,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
jutes_danes,Jutes Danes,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
svear_gotar,Svear Gotar,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
finnish_tribes,Finnish Tribes,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
no_centralized_state,No Centralized State,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,,,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
iceland_free_state,Iceland Free State,,,,,,scandinavia|italy|iberia|gaul|germany|britannia|balkans|hungary|poland,930,1262,,Stub generated from scandinavia panel; appears in 1 panel(s); needs P6.1 enrichment
